"","Web.link","URN","Linked.Education.URN","Provision.type","Registration.date","Registration.status","Name","Address.1","Address.2","Town","County","Postcode","Ofsted.region","Government.Office.Region","Local.authority","Parliamentary.constituency","Sector","Premises","Places","Short.break.only.children.s.home","Multi.building.children.s.home","Organisation.which.owns.the.provider","Latest.full.inspection.event.type","Latest.full.inspection.date","Latest.full.inspection.publication.date","Latest.full.inspection.event.number","Overall.experiences.and.progress.of.children.and.young.people","Outcomes.in.education.and.related.learning.activities","Health.services","How.well.children.and.young.people.are.helped.and.protected","The.effectiveness.of.leaders.and.managers","Previous.full.inspection.event.type","Previous.full.inspection.event.date","Previous.full.inspection.publication.date","Previous.full.inspection.event.number","Previous.overall.experiences.and.progress.of.children.and.young.people","Previous.outcomes.in.education.and.related.learning.activities","Previous.health.services","Previous.how.well.children.and.young.people.are.helped.and.protected","Previous.effectiveness.of.leaders.and.managers"
"904","Ofsted Social Care Provider Webpage","1228091",NA,"Children's home","27/06/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cheshire West and Chester","Ellesmere Port and Neston","For profit",NA,3," ","","Phoenix Care & Education Ltd","Full inspection","27/02/2024","12/04/2024",10273620,"Good","","","Good","Good","Full inspection","18/10/2022","18/11/2022",10223924,"Good","","","Good","Good"
"905","Ofsted Social Care Provider Webpage","SC036026",NA,"Children's home","30/04/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Sheffield","Sheffield South East","Local Authority",NA,5," ","","Sheffield City Council","Full inspection","30/01/2024","14/03/2024",10272304,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","17/05/2022","04/07/2022",10222692,"Requires improvement to be good","","","Requires improvement to be good","Good"
"906","Ofsted Social Care Provider Webpage","SC037181",NA,"Children's home","08/11/2002","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Sefton","Southport","For profit",NA,2," ","","After Care Nw Limited","Full inspection","06/03/2024","12/04/2024",10272305,"Good","","","Good","Good","Full inspection","14/03/2023","02/05/2023",10222707,"Good","","","Good","Good"
"907","Ofsted Social Care Provider Webpage","SC037256",NA,"Children's home","17/03/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Suffolk","Waveney","Local Authority",NA,7," ","","Suffolk County Council","Full inspection","20/09/2023","18/10/2023",10272306,"Good","","","Good","Good","Full inspection","11/04/2022","23/05/2022",10222709,"Good","","","Good","Good"
"908","Ofsted Social Care Provider Webpage","SC038557",NA,"Children's home","06/06/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","North Tyneside","North Tyneside","Local Authority",NA,5,"Short-break-only children's home","","North Tyneside Council","Full inspection","26/02/2024","11/04/2024",10272309,"Good","","","Good","Requires improvement to be good","Full inspection","05/12/2022","12/01/2023",10258088,"Good","","","Good","Requires improvement to be good"
"909","Ofsted Social Care Provider Webpage","SC035976",NA,"Children's home","22/12/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","Chesterfield","Local Authority",NA,4," ","","Derbyshire County Council","Full inspection","05/12/2023","29/01/2024",10272310,"Outstanding","","","Outstanding","Outstanding","Full inspection","17/10/2022","22/11/2022",10222688,"Good","","","Outstanding","Good"
"910","Ofsted Social Care Provider Webpage","2595112",NA,"Children's home","06/08/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Fylde","For profit",NA,2," ","","Sandcastle Care Ltd","Full inspection","08/08/2023","11/09/2023",10298835,"Good","","","Good","Good","Full inspection","19/04/2023","07/06/2023",10274812,"Inadequate","","","Inadequate","Inadequate"
"911","Ofsted Social Care Provider Webpage","1250035",NA,"Children's home","08/02/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","St Helens","St Helens North","For profit",NA,4," ","","Building Bridges Care Homes Ltd","Full inspection","30/08/2023","28/09/2023",10298836,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","23/05/2023","13/07/2023",10274767,"Inadequate","","","Inadequate","Inadequate"
"912","Ofsted Social Care Provider Webpage","1271998",NA,"Children's home","23/05/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Preston","For profit",NA,3," ","","Your Chapter Limited","Full inspection","15/08/2023","28/09/2023",10298837,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","03/05/2023","07/07/2023",10273206,"Inadequate","","","Inadequate","Inadequate"
"913","Ofsted Social Care Provider Webpage","SC066242",NA,"Children's home","30/03/2006","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Sefton","Sefton Central","For profit",NA,2," ","","Progressive Futures Care Limited","Full inspection","08/08/2023","10/10/2023",10298905,"Inadequate","","","Inadequate","Inadequate","Full inspection","10/05/2023","30/06/2023",10273126,"Inadequate","","","Inadequate","Inadequate"
"914","Ofsted Social Care Provider Webpage","2604092",NA,"Children's home","15/10/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Plymouth","Plymouth, Moor View","For profit",NA,2," ","","Phoenix Childcare Ltd","Full inspection","21/06/2023","21/07/2023",10273784,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","28/06/2022","08/08/2022",10224935,"Good","","","Good","Requires improvement to be good"
"915","Ofsted Social Care Provider Webpage","2605512",NA,"Children's home","26/01/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Morecambe and Lunesdale","For profit",NA,2," ","","Sandcastle Care Ltd","Full inspection","27/02/2024","16/04/2024",10273785,"Good","","","Good","Good","Full inspection","06/03/2023","21/04/2023",10224942,"Good","","","Good","Good"
"916","Ofsted Social Care Provider Webpage","2606135",NA,"Children's home","10/01/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Blackpool North and Cleveleys","For profit",NA,1," ","","Connect Care Solutions Limited","Full inspection","27/06/2023","31/07/2023",10273786,"Good","","","Good","Good","Full inspection","15/11/2022","28/12/2022",10224947,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"917","Ofsted Social Care Provider Webpage","2612070",NA,"Children's home","20/12/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Calder Valley","For profit",NA,2," ","","Time-Out Childrens Homes Limited","Full inspection","12/09/2023","24/10/2023",10273788,"Good","","","Good","Good","Full inspection","28/06/2022","10/08/2022",10224976,"Outstanding","","","Outstanding","Outstanding"
"918","Ofsted Social Care Provider Webpage","2613627",NA,"Children's home","23/12/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Halifax","For profit",NA,1," ","","Hexagon Care Services Limited","Full inspection","26/02/2024","09/04/2024",10273789,"Outstanding","","","Outstanding","Outstanding","Full inspection","14/03/2023","05/05/2023",10224987,"Outstanding","","","Outstanding","Good"
"919","Ofsted Social Care Provider Webpage","2685536",NA,"Children's home","20/10/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Newham","East Ham","For profit",NA,6,"","","Care2Rise Ltd","Full inspection","19/07/2023","23/08/2023",10274333,"Good","","","Requires improvement to be good","Good","Full inspection","22/11/2022","12/05/2023",10261145,"Good","","","Good","Requires improvement to be good"
"920","Ofsted Social Care Provider Webpage","2572812",NA,"Children's home","01/02/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Medway","Rochester and Strood","For profit",NA,5," ","","Acorn Homes (UK) Ltd","Full inspection","03/10/2023","09/11/2023",10274379,"Good","","","Good","Good","Full inspection","27/09/2022","04/11/2022",10237029,"Good","","","Good","Good"
"921","Ofsted Social Care Provider Webpage","2573614",NA,"Children's home","13/03/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Devon","Central Devon","For profit",NA,2," ","","Phoenix Learning & Care Holdings Limited","Full inspection","11/10/2023","21/11/2023",10274380,"Good","","","Good","Good","Full inspection","13/04/2022","30/05/2022",10224739,"Good","","","Good","Good"
"922","Ofsted Social Care Provider Webpage","2575432",NA,"Children's home","01/05/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Wigan","Makerfield","For profit",NA,2," ","","All Round Care Ltd","Full inspection","19/12/2023","02/02/2024",10274381,"Good","","","Good","Good","Full inspection","15/06/2022","29/07/2022",10224742,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"923","Ofsted Social Care Provider Webpage","2575551",NA,"Children's home","03/03/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Rotherham","Wentworth and Dearne","For profit",NA,1," ","","Advanced Adolescent Care Solutions Ltd","Full inspection","21/08/2023","25/09/2023",10274382,"Good","","","Good","Good","Full inspection","22/09/2022","04/11/2022",10224744,"Good","","","Good","Good"
"924","Ofsted Social Care Provider Webpage","2728549",NA,"Children's home","29/07/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Coventry","Coventry South","For profit",NA,2,"","","Hexagon Care Services Limited","Full inspection","04/03/2024","19/04/2024",10306870,"Good","","","Good","Requires improvement to be good","","","",NA,"","","","",""
"925","Ofsted Social Care Provider Webpage","2740375",NA,"Children's home","14/08/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Wyre and Preston North","For profit",NA,3,"","","Rubik Care Ltd","Full inspection","03/01/2024","26/02/2024",10307006,"Inadequate","","","Inadequate","Inadequate","","","",NA,"","","","",""
"926","Ofsted Social Care Provider Webpage","2736862",NA,"Children's home","16/08/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","West Sussex","Arundel and South Downs","For profit",NA,6,"","","My Choice Children's Homes ltd","Full inspection","06/12/2023","22/01/2024",10307019,"Good","","","Good","Outstanding","","","",NA,"","","","",""
"927","Ofsted Social Care Provider Webpage","2731332",NA,"Children's home","03/08/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Redcar and Cleveland","Redcar","For profit",NA,2,"","","Ar Curam  Limited","Full inspection","20/02/2024","04/04/2024",10307186,"Good","","","Good","Good","","","",NA,"","","","",""
"928","Ofsted Social Care Provider Webpage","2718906",NA,"Children's home","17/08/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","East Hampshire","For profit",NA,6,"","","Omega Elifar Limited","Full inspection","06/02/2024","13/03/2024",10307189,"Inadequate","","","Inadequate","Inadequate","","","",NA,"","","","",""
"929","Ofsted Social Care Provider Webpage","2664086",NA,"Children's home","14/09/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","West Northamptonshire","Northampton South","For profit",NA,2,"","","Rising Star Homes Limited","Full inspection","28/03/2023","16/05/2023",10254348,"Good","","","Good","Good","","","",NA,"","","","",""
"930","Ofsted Social Care Provider Webpage","SC031479",NA,"Children's home","28/03/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Southwark","Bermondsey and Old Southwark","Local Authority",NA,5,"Short-break-only children's home","","London Borough of Southwark","Full inspection","04/01/2023","15/02/2023",10254544,"Good","","","Good","Requires improvement to be good","Full inspection","15/09/2022","07/11/2022",10222584,"Inadequate","","","Inadequate","Inadequate"
"931","Ofsted Social Care Provider Webpage","2688405",NA,"Children's home","21/09/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","North Northamptonshire","Wellingborough","For profit",NA,3," ","","Detail Personnel Care Limited","Full inspection","27/02/2024","28/03/2024",10273972,"Good","","","Good","Outstanding","Full inspection","28/02/2023","06/04/2023",10257299,"Good","","","Good","Good"
"932","Ofsted Social Care Provider Webpage","SC005553",NA,"Children's home","01/06/1999","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Oldham","Oldham East and Saddleworth","For profit",NA,4," ","","Dalepeak Limited","Full inspection","06/02/2024","26/03/2024",10272106,"Good","","","Good","Good","Full inspection","14/03/2023","02/05/2023",10222438,"Good","","","Good","Good"
"933","Ofsted Social Care Provider Webpage","SC008490",NA,"Children's home","09/05/2001","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Stockport","Hazel Grove","For profit",NA,4," ","","Keys Stepping Stones Limited","Full inspection","21/11/2023","04/01/2024",10272110,"Good","","","Good","Good","Full inspection","10/08/2022","27/09/2022",10222464,"Good","","","Good","Requires improvement to be good"
"934","Ofsted Social Care Provider Webpage","SC011972",NA,"Children's home","15/12/1992","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","North West Hampshire","For profit",NA,6," ","","Hillcrest Children's Services Ltd","Full inspection","05/10/2023","16/11/2023",10272113,"Good","","","Good","Good","Full inspection","03/01/2023","21/02/2023",10222475,"Good","","","Good","Good"
"935","Ofsted Social Care Provider Webpage","SC057804",NA,"Children's home","31/03/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Newcastle-under-Lyme","Third Sector",NA,5,"Short-break-only children's home","","Action for Children","Full inspection","08/08/2023","11/09/2023",10272114,"Good","","","Good","Outstanding","Full inspection","25/10/2022","02/12/2022",10222825,"Good","","","Good","Good"
"936","Ofsted Social Care Provider Webpage","SC059037",NA,"Children's home","08/03/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Sittingbourne and Sheppey","For profit",NA,4," ","","Esland South Limited","Full inspection","16/01/2024","26/02/2024",10272115,"Good","","","Good","Good","Full inspection","23/03/2023","17/05/2023",10222828,"Outstanding","","","Outstanding","Outstanding"
"937","Ofsted Social Care Provider Webpage","2728373",NA,"Children's home","22/05/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Durham","Sedgefield","Local Authority",NA,4,"","","Durham County Council","Full inspection","27/02/2024","11/04/2024",10296856,"Outstanding","","","Outstanding","Outstanding","","","",NA,"","","","",""
"938","Ofsted Social Care Provider Webpage","2695206",NA,"Children's home","31/05/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Sandwell","Warley","For profit",NA,1,"","","Beacon Childcare Ltd","Full inspection","21/02/2024","08/04/2024",10296995,"Good","","","Good","Good","","","",NA,"","","","",""
"939","Ofsted Social Care Provider Webpage","2737713",NA,"Children's home","18/07/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Wigan","Makerfield","For profit",NA,3,"","","Social Care Services Ltd","Full inspection","16/01/2024","22/02/2024",10304146,"Good","","","Good","Good","","","",NA,"","","","",""
