time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,year_breakdown,social_care_group,school_type,t_pupils,t_sess_possible,t_sess_overall,pt_overall,t_sess_authorised,pt_sess_authorised,t_sess_unauthorised,pt_sess_unauthorised,t_pupils_pa_10_exact,pt_pupils_pa_10_exact
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Six half terms,CLA 12 months at 31 March,Total,359,127027,4427,3.5,3512,2.8,915,0.7,31,8.6
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Six half terms,CLA 12 months at 31 March,State-funded secondary,159,54918,2197,4,1644,3,553,1,18,11.3
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Six half terms,CLA 12 months at 31 March,State-funded primary,161,58720,1529,2.6,1388,2.4,141,0.2,7,4.3
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,Six half terms,CLA 12 months at 31 March,Total,135,48342,1851,3.8,1629,3.4,222,0.5,11,8.1
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,Six half terms,CLA 12 months at 31 March,State-funded secondary,53,18848,673,3.6,571,3,102,0.5,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,Six half terms,CLA 12 months at 31 March,State-funded primary,61,22124,608,2.7,551,2.5,57,0.3,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Six half terms,CLA 12 months at 31 March,Total,265,92647,4481,4.8,2955,3.2,1526,1.6,38,14.3
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Six half terms,CLA 12 months at 31 March,State-funded secondary,132,44810,2110,4.7,1267,2.8,843,1.9,19,14.4
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Six half terms,CLA 12 months at 31 March,State-funded primary,96,34921,705,2,616,1.8,89,0.3,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Six half terms,CLA 12 months at 31 March,Total,128,46037,1883,4.1,1618,3.5,265,0.6,8,6.3
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Six half terms,CLA 12 months at 31 March,State-funded secondary,54,19338,738,3.8,619,3.2,119,0.6,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Six half terms,CLA 12 months at 31 March,State-funded primary,56,20590,641,3.1,581,2.8,60,0.3,0,0
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Six half terms,CLA 12 months at 31 March,Total,168,58111,3127,5.4,2481,4.3,646,1.1,22,13.1
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Six half terms,CLA 12 months at 31 March,State-funded secondary,91,31168,1937,6.2,1469,4.7,468,1.5,11,12.1
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Six half terms,CLA 12 months at 31 March,State-funded primary,58,21052,683,3.2,596,2.8,87,0.4,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Six half terms,CLA 12 months at 31 March,Special,13,4325,225,5.2,217,5,8,0.2,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Six half terms,CLA 12 months at 31 March,Pupil referral unit,6,1566,282,18,199,12.7,83,5.3,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Six half terms,CLA 12 months at 31 March,Total,467,165013,6749,4.1,5261,3.2,1488,0.9,40,8.6
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Six half terms,CLA 12 months at 31 March,State-funded secondary,224,78563,3761,4.8,2775,3.5,986,1.3,26,11.6
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Six half terms,CLA 12 months at 31 March,State-funded primary,176,63669,1436,2.3,1309,2.1,127,0.2,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Six half terms,CLA 12 months at 31 March,Special,61,21662,1020,4.7,780,3.6,240,1.1,6,9.8
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Six half terms,CLA 12 months at 31 March,Pupil referral unit,6,1119,532,47.5,397,35.5,135,12.1,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Six half terms,CLA 12 months at 31 March,Total,301,105424,3643,3.5,2231,2.1,1412,1.3,22,7.3
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Six half terms,CLA 12 months at 31 March,State-funded secondary,131,45311,1915,4.2,884,2,1031,2.3,14,10.7
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Six half terms,CLA 12 months at 31 March,State-funded primary,148,52893,1061,2,809,1.5,252,0.5,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Six half terms,CLA 12 months at 31 March,Total,160,56868,2641,4.6,2232,3.9,409,0.7,18,11.3
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Six half terms,CLA 12 months at 31 March,State-funded secondary,73,25847,1280,5,1110,4.3,170,0.7,10,13.7
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Six half terms,CLA 12 months at 31 March,State-funded primary,60,21338,974,4.6,849,4,125,0.6,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Six half terms,CLA 12 months at 31 March,Special,27,9683,387,4,273,2.8,114,1.2,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Six half terms,CLA 12 months at 31 March,Pupil referral unit,0,z,z,z,z,z,z,z,z,z
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Six half terms,CLA 12 months at 31 March,Total,314,110208,4542,4.1,3064,2.8,1478,1.3,31,9.9
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Six half terms,CLA 12 months at 31 March,State-funded secondary,129,44553,2283,5.1,1255,2.8,1028,2.3,17,13.2
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Six half terms,CLA 12 months at 31 March,State-funded primary,150,53672,1397,2.6,1181,2.2,216,0.4,8,5.3
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Six half terms,CLA 12 months at 31 March,Total,311,109762,4938,4.5,4184,3.8,754,0.7,32,10.3
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Six half terms,CLA 12 months at 31 March,State-funded secondary,148,51801,2576,5,1935,3.7,641,1.2,20,13.5
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Six half terms,CLA 12 months at 31 March,State-funded primary,125,44709,1413,3.2,1333,3,80,0.2,7,5.6
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Six half terms,CLA 12 months at 31 March,Total,356,121975,5195,4.3,3931,3.2,1264,1,38,10.7
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Six half terms,CLA 12 months at 31 March,State-funded secondary,154,51520,2610,5.1,1777,3.4,833,1.6,23,14.9
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Six half terms,CLA 12 months at 31 March,State-funded primary,155,54520,1320,2.4,1183,2.2,137,0.3,8,5.2
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Six half terms,CLA 12 months at 31 March,Special,40,14240,806,5.7,648,4.6,158,1.1,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Six half terms,CLA 12 months at 31 March,Pupil referral unit,7,1695,459,27.1,323,19.1,136,8,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Six half terms,CLA 12 months at 31 March,Total,321,112722,6679,5.9,5277,4.7,1402,1.2,42,13.1
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Six half terms,CLA 12 months at 31 March,State-funded secondary,152,52650,3354,6.4,2430,4.6,924,1.8,24,15.8
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Six half terms,CLA 12 months at 31 March,State-funded primary,114,40836,1207,3,1127,2.8,80,0.2,c,c
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Six half terms,CLA 12 months at 31 March,Special,49,17490,1748,10,1449,8.3,299,1.7,10,20.4
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Six half terms,CLA 12 months at 31 March,Pupil referral unit,6,1746,370,21.2,271,15.5,99,5.7,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Six half terms,CLA 12 months at 31 March,Total,111,37169,1351,3.6,1133,3,218,0.6,8,7.2
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Six half terms,CLA 12 months at 31 March,State-funded secondary,56,18933,690,3.6,529,2.8,161,0.9,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Six half terms,CLA 12 months at 31 March,State-funded primary,40,13490,265,2,238,1.8,27,0.2,0,0
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Six half terms,CLA 12 months at 31 March,Total,265,92161,3883,4.2,2557,2.8,1326,1.4,27,10.2
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Six half terms,CLA 12 months at 31 March,State-funded secondary,141,49631,2345,4.7,1424,2.9,921,1.9,17,12.1
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Six half terms,CLA 12 months at 31 March,State-funded primary,90,30797,625,2,561,1.8,64,0.2,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Six half terms,CLA 12 months at 31 March,Total,135,48642,2188,4.5,1671,3.4,517,1.1,12,8.9
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Six half terms,CLA 12 months at 31 March,State-funded secondary,68,24463,716,2.9,635,2.6,81,0.3,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Six half terms,CLA 12 months at 31 March,State-funded primary,47,17517,395,2.3,372,2.1,23,0.1,0,0
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Six half terms,CLA 12 months at 31 March,Special,14,4872,251,5.2,215,4.4,36,0.7,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Six half terms,CLA 12 months at 31 March,Pupil referral unit,6,1790,826,46.1,449,25.1,377,21.1,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Six half terms,CLA 12 months at 31 March,Total,425,148154,6624,4.5,5361,3.6,1263,0.9,38,8.9
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Six half terms,CLA 12 months at 31 March,State-funded secondary,238,82478,3604,4.4,2855,3.5,749,0.9,23,9.7
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Six half terms,CLA 12 months at 31 March,State-funded primary,124,43832,971,2.2,907,2.1,64,0.1,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Six half terms,CLA 12 months at 31 March,Special,57,20318,1061,5.2,786,3.9,275,1.4,6,10.5
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Six half terms,CLA 12 months at 31 March,Pupil referral unit,6,1526,988,64.7,813,53.3,175,11.5,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Six half terms,CLA 12 months at 31 March,Total,405,141004,7349,5.2,5618,4,1731,1.2,53,13.1
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Six half terms,CLA 12 months at 31 March,State-funded secondary,205,71809,3401,4.7,2628,3.7,773,1.1,25,12.2
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Six half terms,CLA 12 months at 31 March,State-funded primary,135,48164,1330,2.8,1236,2.6,94,0.2,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Six half terms,CLA 12 months at 31 March,Special,53,18188,1538,8.5,1168,6.4,370,2,12,22.6
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Six half terms,CLA 12 months at 31 March,Pupil referral unit,12,2843,1080,38,586,20.6,494,17.4,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Six half terms,CLA 12 months at 31 March,Total,158,55328,2783,5,2200,4,583,1.1,22,13.9
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Six half terms,CLA 12 months at 31 March,State-funded secondary,84,29486,1861,6.3,1310,4.4,551,1.9,18,21.4
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Six half terms,CLA 12 months at 31 March,State-funded primary,58,20428,702,3.4,693,3.4,9,~,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Six half terms,CLA 12 months at 31 March,Special,16,5414,220,4.1,197,3.6,23,0.4,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Six half terms,CLA 12 months at 31 March,Pupil referral unit,0,z,z,z,z,z,z,z,z,z
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Six half terms,CLA 12 months at 31 March,Total,488,169850,7277,4.3,5761,3.4,1516,0.9,46,9.4
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Six half terms,CLA 12 months at 31 March,State-funded secondary,227,79175,3016,3.8,2159,2.7,857,1.1,23,10.1
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Six half terms,CLA 12 months at 31 March,State-funded primary,180,63395,1949,3.1,1813,2.9,136,0.2,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Six half terms,CLA 12 months at 31 March,Special,54,19469,914,4.7,893,4.6,21,0.1,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Six half terms,CLA 12 months at 31 March,Pupil referral unit,27,7811,1398,17.9,896,11.5,502,6.4,14,51.9
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Six half terms,CLA 12 months at 31 March,Total,156,53478,2636,4.9,1843,3.4,793,1.5,18,11.5
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Six half terms,CLA 12 months at 31 March,State-funded secondary,82,27936,1434,5.1,1028,3.7,406,1.5,12,14.6
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Six half terms,CLA 12 months at 31 March,State-funded primary,49,17348,339,2,277,1.6,62,0.4,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Six half terms,CLA 12 months at 31 March,Special,18,6182,211,3.4,201,3.3,10,0.2,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Six half terms,CLA 12 months at 31 March,Pupil referral unit,7,2012,652,32.4,337,16.7,315,15.7,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Six half terms,CLA 12 months at 31 March,Total,95,33277,1670,5,1197,3.6,473,1.4,12,12.6
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Six half terms,CLA 12 months at 31 March,State-funded secondary,56,19618,1065,5.4,716,3.6,349,1.8,8,14.3
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Six half terms,CLA 12 months at 31 March,State-funded primary,32,11437,197,1.7,188,1.6,9,0.1,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Six half terms,CLA 12 months at 31 March,Total,358,125928,7648,6.1,5992,4.8,1656,1.3,45,12.6
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Six half terms,CLA 12 months at 31 March,State-funded secondary,192,68060,3010,4.4,1951,2.9,1059,1.6,24,12.5
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Six half terms,CLA 12 months at 31 March,State-funded primary,122,43167,1777,4.1,1715,4,62,0.1,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Six half terms,CLA 12 months at 31 March,Special,26,9321,771,8.3,762,8.2,9,0.1,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Six half terms,CLA 12 months at 31 March,Pupil referral unit,18,5380,2090,38.8,1564,29.1,526,9.8,11,61.1
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Six half terms,CLA 12 months at 31 March,Total,125,43975,1620,3.7,1160,2.6,460,1,10,8
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Six half terms,CLA 12 months at 31 March,State-funded secondary,72,24857,931,3.7,631,2.5,300,1.2,7,9.7
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Six half terms,CLA 12 months at 31 March,State-funded primary,44,16380,255,1.6,222,1.4,33,0.2,0,0
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Six half terms,CLA 12 months at 31 March,Total,35,12091,661,5.5,543,4.5,118,1,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Six half terms,CLA 12 months at 31 March,State-funded secondary,21,7590,471,6.2,407,5.4,64,0.8,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Six half terms,CLA 12 months at 31 March,State-funded primary,8,2796,85,3,79,2.8,6,0.2,0,0
201617,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,Six half terms,CLA 12 months at 31 March,Total,176,61808,4016,6.5,2517,4.1,1499,2.4,29,16.5
201617,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,Six half terms,CLA 12 months at 31 March,State-funded secondary,88,30369,1814,6,1336,4.4,478,1.6,17,19.3
201617,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,Six half terms,CLA 12 months at 31 March,State-funded primary,57,20738,525,2.5,481,2.3,44,0.2,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,Six half terms,CLA 12 months at 31 March,Special,25,8893,848,9.5,412,4.6,436,4.9,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,Six half terms,CLA 12 months at 31 March,Pupil referral unit,6,1808,829,45.9,288,15.9,541,29.9,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,Six half terms,CLA 12 months at 31 March,Total,184,65582,2559,3.9,2145,3.3,414,0.6,18,9.8
201617,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,Six half terms,CLA 12 months at 31 March,State-funded secondary,83,29393,1298,4.4,1122,3.8,176,0.6,9,10.8
201617,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,Six half terms,CLA 12 months at 31 March,State-funded primary,50,18253,300,1.6,277,1.5,23,0.1,0,0
201617,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,Six half terms,CLA 12 months at 31 March,Total,285,100119,5872,5.9,3865,3.9,2007,2,41,14.4
201617,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,Six half terms,CLA 12 months at 31 March,State-funded secondary,128,44943,3218,7.2,1823,4.1,1395,3.1,24,18.8
201617,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,Six half terms,CLA 12 months at 31 March,State-funded primary,114,40434,1333,3.3,1127,2.8,206,0.5,7,6.1
201617,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,Six half terms,CLA 12 months at 31 March,Special,43,14742,1321,9,915,6.2,406,2.8,10,23.3
201617,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,Six half terms,CLA 12 months at 31 March,Pupil referral unit,0,z,z,z,z,z,z,z,z,z
201617,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,Six half terms,CLA 12 months at 31 March,Total,617,217038,10871,5,8137,3.7,2734,1.3,75,12.2
201617,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,Six half terms,CLA 12 months at 31 March,State-funded secondary,288,98727,6531,6.6,4359,4.4,2172,2.2,50,17.4
201617,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,Six half terms,CLA 12 months at 31 March,State-funded primary,239,87498,2335,2.7,2174,2.5,161,0.2,9,3.8
201617,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,Six half terms,CLA 12 months at 31 March,Total,84,30146,1619,5.4,1200,4,419,1.4,10,11.9
201617,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,Six half terms,CLA 12 months at 31 March,State-funded secondary,34,11708,539,4.6,361,3.1,178,1.5,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,Six half terms,CLA 12 months at 31 March,State-funded primary,32,11992,195,1.6,121,1,74,0.6,c,c
