time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,t_read_eligible_pupils,t_read_met_expected_standard,t_writta_eligible_pupils,t_writta_met_expected_standard,t_mat_eligible_pupils,t_mat_met_expected_standard,t_rwm_eligible_pupils,t_rwm_met_expected_standard,t_gps_eligible_pupils,t_gps_met_expected_standard,t_scita_eligible_pupils,t_scita_met_expected_standard,t_read_progress_eligible_pupils,t_read_progress_score,avg_read_progress_score,t_writta_progress_eligible_pupils,t_writta_progress_score,avg_writta_progress_score,t_mat_progress_eligible_pupils,t_mat_progress_score,avg_mat_progress_score
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA 12 months at 31 March,27,11,27,15,27,10,27,9,26,12,27,13,25,1.22,0.05,27,1.92,0.07,25,-27.74,-1.11
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA 12 months at 31 March,40,15,40,18,40,16,40,10,40,15,40,19,36,-115.15,-3.2,38,-98.03,-2.58,36,-138.75,-3.85
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA 12 months at 31 March,23,7,23,7,23,c,23,c,23,9,23,7,19,-74.62,-3.93,20,-44.58,-2.23,19,-76.65,-4.03
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA 12 months at 31 March,34,17,34,19,34,13,34,12,34,17,34,21,33,8,0.24,33,54.6,1.65,33,-41.5,-1.26
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA 12 months at 31 March,93,44,93,45,93,44,93,35,93,52,93,47,89,-47.69,-0.54,88,-161.38,-1.83,88,-125.11,-1.42
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA 12 months at 31 March,22,13,22,12,22,14,22,8,22,14,22,14,21,-18.84,-0.9,21,-3.56,-0.17,20,-1.09,-0.05
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA 12 months at 31 March,35,20,35,18,35,16,35,13,35,21,35,22,33,-43.08,-1.31,33,-63.8,-1.93,33,-87.28,-2.64
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA 12 months at 31 March,24,14,24,15,24,14,24,12,24,14,24,14,23,44.22,1.92,23,41.32,1.8,23,37.12,1.61
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA 12 months at 31 March,39,23,39,25,39,21,39,17,39,23,39,28,37,12.15,0.33,38,36.92,0.97,37,-15.31,-0.41
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA 12 months at 31 March,12,6,12,6,12,6,12,c,12,c,12,7,11,9.35,0.85,11,7.88,0.72,11,-29.23,-2.66
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA 12 months at 31 March,20,13,20,13,20,11,20,9,20,14,20,12,20,16.64,0.83,20,11.12,0.56,20,-20.29,-1.01
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CLA 12 months at 31 March,51,26,51,26,51,26,51,20,51,27,51,32,50,-41.47,-0.83,50,-31.84,-0.64,50,-73.44,-1.47
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA 12 months at 31 March,38,17,38,20,38,20,38,14,38,19,38,24,35,-57.84,-1.65,36,-29.81,-0.83,35,-40.18,-1.15
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA 12 months at 31 March,17,7,17,7,17,7,17,6,17,8,17,7,17,-16.35,-0.96,17,-18.27,-1.07,17,-13.59,-0.8
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CLA 12 months at 31 March,29,10,29,16,29,16,29,8,29,15,29,19,28,-34.71,-1.24,28,-31.9,-1.14,28,-26.9,-0.96
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CLA 12 months at 31 March,29,15,29,11,29,13,29,9,29,14,29,15,26,-13.78,-0.53,26,-50.92,-1.96,26,-11.4,-0.44
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CLA 12 months at 31 March,36,18,36,21,36,17,36,15,36,22,36,22,33,0.13,k,33,-4.62,-0.14,33,-57.88,-1.75
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CLA 12 months at 31 March,31,17,31,11,31,14,31,10,31,14,31,15,31,20.12,0.65,31,-63.48,-2.05,31,-38.14,-1.23
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CLA 12 months at 31 March,14,c,14,c,14,c,14,c,14,c,14,c,14,-66.82,-4.77,14,-70.33,-5.02,14,-51.22,-3.66
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CLA 12 months at 31 March,27,9,27,13,27,14,27,7,27,13,27,17,24,-25.14,-1.05,25,1.96,0.08,24,10.3,0.43
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CLA 12 months at 31 March,22,12,22,10,22,13,22,8,22,11,22,15,22,-21.15,-0.96,22,-22.83,-1.04,22,-2.98,-0.14
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CLA 12 months at 31 March,42,21,42,22,42,18,42,13,42,21,42,24,37,75.79,2.05,39,55.07,1.41,37,9.52,0.26
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CLA 12 months at 31 March,43,17,43,19,43,19,43,10,43,20,43,21,40,-12.26,-0.31,40,0.31,0.01,40,-55.86,-1.4
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CLA 12 months at 31 March,19,11,19,7,19,12,19,7,19,9,19,9,19,-20.13,-1.06,19,-82.99,-4.37,19,-32.7,-1.72
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CLA 12 months at 31 March,44,16,44,18,44,22,44,14,44,18,44,22,41,-82.17,-2,41,-106.07,-2.59,41,-55.15,-1.35
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CLA 12 months at 31 March,19,9,19,8,19,9,19,8,19,7,19,7,17,-47.57,-2.8,17,-21,-1.24,17,-66.27,-3.9
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CLA 12 months at 31 March,10,6,10,c,10,6,10,c,10,c,10,8,10,39.35,3.94,10,24.97,2.5,10,28.73,2.87
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CLA 12 months at 31 March,30,10,30,13,30,11,30,8,30,12,30,14,27,-62.74,-2.32,28,-31.59,-1.13,27,-100.43,-3.72
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CLA 12 months at 31 March,12,8,12,7,12,9,12,7,12,8,12,8,10,-9.25,-0.93,10,-11.49,-1.15,10,2.23,0.22
201819,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CLA 12 months at 31 March,7,c,7,c,7,c,7,c,7,c,7,c,6,32.83,5.47,6,15.22,2.54,6,13.09,2.18
201819,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CLA 12 months at 31 March,15,9,15,8,15,8,15,7,15,8,15,10,14,3.71,0.27,14,-38.85,-2.78,14,-16.67,-1.19
201819,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,CLA 12 months at 31 March,21,13,21,12,21,9,21,8,21,15,21,11,21,-28.17,-1.34,21,-29.62,-1.41,21,-73.98,-3.52
201819,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CLA 12 months at 31 March,24,6,24,9,24,11,24,c,24,10,24,10,23,-56.72,-2.47,24,-96.31,-4.01,23,-65.43,-2.84
201819,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,CLA 12 months at 31 March,69,29,69,34,69,29,69,19,69,31,69,36,67,-122.27,-1.82,65,-65.71,-1.01,67,-220.7,-3.29
201819,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,CLA 12 months at 31 March,7,c,7,c,7,c,7,c,7,c,7,c,7,14.87,2.12,7,-15.28,-2.18,7,-8.49,-1.21
201819,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CLA 12 months at 31 March,76,37,76,38,76,35,76,25,76,39,76,40,70,-63.89,-0.91,71,-89.13,-1.26,70,-128.51,-1.84
201819,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CLA 12 months at 31 March,20,12,20,14,20,12,20,10,20,13,20,12,20,-2.31,-0.12,20,-1.7,-0.09,20,-35.2,-1.76
201819,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CLA 12 months at 31 March,12,7,12,6,12,7,12,6,12,7,12,6,12,-11.19,-0.93,12,-26.13,-2.18,12,-37.28,-3.11
201819,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CLA 12 months at 31 March,27,c,27,c,27,8,27,c,27,6,27,8,26,-15.98,-0.61,25,-7.2,-0.29,25,-26.72,-1.07
201819,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CLA 12 months at 31 March,20,8,20,8,20,8,20,6,20,9,20,9,18,-56.91,-3.16,18,-39.15,-2.18,18,-47.71,-2.65
201819,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CLA 12 months at 31 March,11,c,11,c,11,c,11,c,11,c,11,7,10,12.73,1.27,10,-14.33,-1.43,10,5.92,0.59
201819,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CLA 12 months at 31 March,28,15,28,12,28,14,28,9,28,17,28,16,28,-5.25,-0.19,28,-111.07,-3.97,28,-94.5,-3.38
201819,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CLA 12 months at 31 March,30,11,30,14,30,13,30,8,30,16,30,18,28,5.9,0.21,29,-35.01,-1.21,28,-36.55,-1.31
201819,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CLA 12 months at 31 March,25,7,25,12,25,8,25,c,25,10,25,11,25,-64.41,-2.58,24,-38.34,-1.6,25,-71.33,-2.85
201819,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CLA 12 months at 31 March,0,z,0,z,0,z,0,z,0,z,0,z,0,z,z,0,z,z,0,z,z
201819,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CLA 12 months at 31 March,9,c,9,c,9,c,9,c,9,c,9,c,8,10.16,1.27,8,-14.58,-1.82,8,-3.98,-0.5
201819,Academic year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CLA 12 months at 31 March,30,16,30,15,30,18,30,13,30,16,30,17,26,-47.92,-1.84,29,-44.42,-1.53,27,-17.71,-0.66
201819,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CLA 12 months at 31 March,15,c,15,c,15,c,15,c,15,c,15,c,13,15.06,1.16,13,-33.58,-2.58,13,-35.7,-2.75
201819,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CLA 12 months at 31 March,25,9,25,7,25,8,25,c,25,9,25,12,23,-10.57,-0.46,23,-48.53,-2.11,23,-60.6,-2.63
201819,Academic year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,CLA 12 months at 31 March,14,6,14,6,14,8,14,c,14,7,14,8,14,-39.51,-2.82,14,-72.1,-5.15,14,-19.19,-1.37
201819,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CLA 12 months at 31 March,30,12,30,9,30,13,30,6,30,13,30,13,30,-58.82,-1.96,30,-85.3,-2.84,30,-78.55,-2.62
201819,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CLA 12 months at 31 March,0,z,0,z,0,z,0,z,0,z,0,z,0,z,z,0,z,z,0,z,z
201819,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CLA 12 months at 31 March,6,c,6,c,6,c,6,c,6,c,6,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CLA 12 months at 31 March,19,10,19,9,19,11,19,9,19,8,19,11,17,5.78,0.34,18,-22.7,-1.26,17,-0.21,-0.01
201819,Academic year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,CLA 12 months at 31 March,9,c,9,c,9,c,9,c,9,c,9,c,8,11.58,1.45,9,-23.83,-2.65,9,-10.15,-1.13
201819,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CLA 12 months at 31 March,27,11,27,12,27,12,27,9,27,12,27,16,25,-91.88,-3.68,27,-95.26,-3.53,25,-105.76,-4.23
201819,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CLA 12 months at 31 March,13,8,13,c,13,8,13,c,13,6,13,7,13,-2.63,-0.2,13,-39.95,-3.07,13,-3.89,-0.3
201819,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CLA 12 months at 31 March,18,8,18,7,18,8,18,c,18,6,18,10,16,-9.36,-0.59,16,7.29,0.46,16,-1.77,-0.11
201819,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CLA 12 months at 31 March,19,7,19,6,19,8,19,c,19,8,19,9,19,24.52,1.29,19,-31.85,-1.68,19,-3.05,-0.16
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CLA 12 months at 31 March,0,z,0,z,0,z,0,z,0,z,0,z,0,z,z,0,z,z,0,z,z
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CLA 12 months at 31 March,10,7,10,7,10,7,10,6,10,7,10,8,9,-5.95,-0.66,9,0.27,0.03,9,-8.26,-0.92
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CLA 12 months at 31 March,7,7,7,6,7,7,7,6,7,7,7,6,7,41.22,5.89,7,21.17,3.02,7,27.65,3.95
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CLA 12 months at 31 March,20,7,20,8,20,8,20,6,20,10,20,9,19,-42.75,-2.25,19,-35.29,-1.86,19,-63.34,-3.33
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CLA 12 months at 31 March,10,c,10,6,10,6,10,c,10,c,10,c,9,8.15,0.91,10,14.42,1.44,10,-2.9,-0.29
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CLA 12 months at 31 March,20,12,20,11,20,11,20,9,20,11,20,12,18,14.87,0.83,18,26.85,1.49,18,4.52,0.25
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CLA 12 months at 31 March,14,7,14,c,14,6,14,c,14,6,14,6,13,-2.35,-0.18,14,-52.14,-3.72,13,-30.22,-2.32
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CLA 12 months at 31 March,14,6,14,6,14,10,14,c,14,9,14,7,12,-25.97,-2.16,14,-35.2,-2.51,13,11.01,0.85
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CLA 12 months at 31 March,21,10,21,10,21,15,21,7,21,12,21,14,19,-40.12,-2.11,20,-24.82,-1.24,20,-31.64,-1.58
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CLA 12 months at 31 March,11,6,11,7,11,7,11,6,11,7,11,9,10,24.58,2.46,11,1.11,0.1,11,10.39,0.94
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CLA 12 months at 31 March,22,15,22,16,22,14,22,13,22,14,22,16,20,21.58,1.08,20,10.1,0.51,20,-4,-0.2
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CLA 12 months at 31 March,9,6,9,7,9,6,9,c,9,7,9,7,9,44.42,4.94,9,25.81,2.87,9,39.69,4.41
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CLA 12 months at 31 March,7,c,7,c,7,c,7,c,7,c,7,6,7,25.38,3.63,7,23.39,3.34,7,6.66,0.95
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CLA 12 months at 31 March,12,c,12,c,12,c,12,c,12,c,12,c,12,-10.86,-0.91,12,-26.47,-2.21,12,-40.53,-3.38
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CLA 12 months at 31 March,8,c,8,c,8,c,8,c,8,c,8,c,8,3.51,0.44,8,-23.94,-2.99,8,-20.93,-2.62
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CLA 12 months at 31 March,17,13,17,10,17,11,17,9,17,13,17,12,16,68.42,4.28,16,34.28,2.14,16,58.32,3.65
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CLA 12 months at 31 March,14,7,14,8,14,9,14,c,14,9,14,9,13,31.95,2.46,13,-16.18,-1.24,12,-0.83,-0.07
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CLA 12 months at 31 March,13,7,13,7,13,c,13,c,13,6,13,7,11,19.14,1.74,11,-8.75,-0.8,11,-31.22,-2.84
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CLA 12 months at 31 March,29,14,29,9,29,15,29,8,29,14,29,13,28,-2.56,-0.09,29,-118.01,-4.07,28,-36.8,-1.31
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CLA 12 months at 31 March,9,c,9,7,9,c,9,c,9,7,9,7,8,0.99,0.12,8,34.84,4.36,8,3.19,0.4
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CLA 12 months at 31 March,8,6,8,7,8,7,8,6,8,6,8,7,8,24.08,3.01,8,10.67,1.33,8,7.5,0.94
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CLA 12 months at 31 March,6,c,6,c,6,6,6,c,6,6,6,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CLA 12 months at 31 March,7,c,7,c,7,c,7,c,7,c,7,c,6,-9.76,-1.63,6,-2.73,-0.46,6,-0.28,-0.05
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CLA 12 months at 31 March,10,c,10,c,10,c,10,c,10,c,10,c,8,0.4,0.05,10,-42.03,-4.2,8,-35.27,-4.41
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CLA 12 months at 31 March,7,c,7,c,7,c,7,c,7,c,7,c,c,c,c,6,-2.11,-0.35,c,c,c
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CLA 12 months at 31 March,9,c,9,c,9,c,9,c,9,c,9,7,8,-16.34,-2.04,9,-0.41,-0.05,8,2.14,0.27
201718,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,CLA 12 months at 31 March,41,18,41,24,41,22,41,15,41,23,41,25,40,13.7,0.34,40,58.56,1.46,40,30.81,0.77
201718,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CLA 12 months at 31 March,8,c,8,c,8,c,8,c,8,6,8,c,8,3.59,0.45,8,-10.06,-1.26,8,-7.74,-0.97
201718,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CLA 12 months at 31 March,14,8,14,6,14,8,14,c,14,8,14,7,14,42.48,3.03,14,9.39,0.67,14,6.37,0.46
201718,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CLA 12 months at 31 March,10,c,10,c,10,c,10,c,10,c,10,c,10,-18.43,-1.84,10,-16.68,-1.67,10,-23.63,-2.36
201718,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CLA 12 months at 31 March,20,13,20,14,20,11,20,10,20,14,20,12,17,5.74,0.34,18,16.72,0.93,17,-14.53,-0.85
201718,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CLA 12 months at 31 March,21,11,21,11,21,10,21,7,21,15,21,12,20,-1.93,-0.1,21,-15.17,-0.72,20,-3.35,-0.17
201718,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CLA 12 months at 31 March,17,10,17,10,17,11,17,9,17,8,17,10,14,-17.74,-1.27,15,-17.73,-1.18,15,-17.8,-1.19
201718,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CLA 12 months at 31 March,10,c,10,c,10,c,10,c,10,c,10,6,8,-31.45,-3.93,9,-31.08,-3.45,8,-35.3,-4.41
201718,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CLA 12 months at 31 March,11,7,11,7,11,6,11,c,11,7,11,7,10,40.38,4.04,10,14.78,1.48,10,18.42,1.84
201718,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CLA 12 months at 31 March,11,c,11,c,11,c,11,c,11,c,11,c,11,19.34,1.76,11,-2.72,-0.25,10,-5.32,-0.53
201718,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CLA 12 months at 31 March,24,11,24,13,24,13,24,9,24,11,24,12,24,-46.79,-1.95,24,-37.55,-1.56,24,27.4,1.14
201718,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CLA 12 months at 31 March,25,15,25,14,25,15,25,10,25,13,25,17,24,49.58,2.07,25,10.16,0.41,24,66.04,2.75
201718,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 12 months at 31 March,12,c,12,6,12,6,12,c,12,6,12,6,9,-50.98,-5.66,9,-42.79,-4.75,9,-48.73,-5.41
201718,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 12 months at 31 March,26,12,26,17,26,16,26,11,26,14,26,16,26,-35.89,-1.38,26,16.73,0.64,26,22.8,0.88
201718,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA 12 months at 31 March,30,16,30,13,30,16,30,10,30,15,30,17,26,70.12,2.7,26,12.81,0.49,26,62.55,2.41
201718,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 12 months at 31 March,23,9,23,7,23,8,23,7,23,9,23,7,21,-45.18,-2.15,22,-67.53,-3.07,21,-38.96,-1.86
201718,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 12 months at 31 March,20,9,20,9,20,8,20,c,20,7,20,11,18,-19.07,-1.06,18,-32.23,-1.79,17,-12.68,-0.75
201718,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 12 months at 31 March,23,15,23,12,23,12,23,10,23,13,23,12,23,75.66,3.29,23,29.66,1.29,23,-36.55,-1.59
201718,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CLA 12 months at 31 March,30,17,30,14,30,14,30,10,30,15,30,16,28,35.98,1.29,29,-20.35,-0.7,28,-0.1,k
201718,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CLA 12 months at 31 March,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CLA 12 months at 31 March,15,6,15,8,15,7,15,c,15,9,15,11,14,64.57,4.61,15,46.71,3.11,14,52.19,3.73
201718,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CLA 12 months at 31 March,94,48,94,46,94,46,94,37,94,47,94,51,88,3.09,0.04,90,-141.55,-1.57,87,-32.34,-0.37
201718,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CLA 12 months at 31 March,54,31,54,32,54,29,54,23,54,32,54,33,51,-22.02,-0.43,51,-24.62,-0.48,51,-12.46,-0.24
201718,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA 12 months at 31 March,69,42,69,39,69,37,69,29,69,43,69,40,60,78.58,1.31,62,55.56,0.9,61,48.35,0.79
201718,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CLA 12 months at 31 March,21,14,21,11,21,12,21,9,21,13,21,16,21,64.47,3.07,21,3.91,0.19,21,19.12,0.91
