LA,LA Name,LineNumber,CYPServiceDescription,OwnProvision,PrivateProvision,OtherPublic,Voluntary,TotalExpenditure,Income,NetCurrentExpenditure,GovGrantsInsideAEF,GovGrantsOutsideAEF,LEANetRevenueExpenditure
802,North Somerset,35,Youth Justice,NULL,NULL,NULL,NULL,1000942,534156,466786,NULL,NULL,NULL
803,South Gloucestershire,35,Youth Justice,NULL,NULL,NULL,NULL,6222624,5522422,700202,NULL,NULL,NULL
805,Hartlepool,35,Youth Justice,NULL,NULL,NULL,NULL,1054774,674204,380570,NULL,NULL,NULL
806,Middlesbrough,35,Youth Justice,NULL,NULL,NULL,NULL,2271920,1512504,759416,NULL,NULL,NULL
807,Redcar and Cleveland,35,Youth Justice,NULL,NULL,NULL,NULL,329668,0,329668,NULL,NULL,NULL
808,Stockton-on-Tees,35,Youth Justice,NULL,NULL,NULL,NULL,530728,0,530728,NULL,NULL,NULL
810,Kingston upon Hull City of,35,Youth Justice,NULL,NULL,NULL,NULL,2042845,1292126,750719,NULL,NULL,NULL
811,East Riding of Yorkshire,35,Youth Justice,NULL,NULL,NULL,NULL,817615,494294,323321,NULL,NULL,NULL
812,North East Lincolnshire,35,Youth Justice,NULL,NULL,NULL,NULL,1673760,627135,1046625,NULL,NULL,NULL
813,North Lincolnshire,35,Youth Justice,NULL,NULL,NULL,NULL,945946,472879,473067,NULL,NULL,NULL
815,North Yorkshire,35,Youth Justice,NULL,NULL,NULL,NULL,3246525,255966,2990559,NULL,NULL,NULL
816,York,35,Youth Justice,NULL,NULL,NULL,NULL,1031483,636957,394526,NULL,NULL,NULL
821,Luton,35,Youth Justice,NULL,NULL,NULL,NULL,1906572,4468,1902104,NULL,NULL,NULL
825,Buckinghamshire,35,Youth Justice,NULL,NULL,NULL,NULL,2654281,1593758,1060523,NULL,NULL,NULL
826,Milton Keynes,35,Youth Justice,NULL,NULL,NULL,NULL,1473702,182311,1291391,NULL,NULL,NULL
830,Derbyshire,35,Youth Justice,NULL,NULL,NULL,NULL,2917151,1270435,1646716,NULL,NULL,NULL
831,Derby,35,Youth Justice,NULL,NULL,NULL,NULL,1612802,766202,846600,NULL,NULL,NULL
835,Dorset,35,Youth Justice,NULL,NULL,NULL,NULL,1755034,679614,1075420,NULL,NULL,NULL
836,Poole,35,Youth Justice,NULL,NULL,NULL,NULL,324223,0,324223,NULL,NULL,NULL
837,Bournemouth,35,Youth Justice,NULL,NULL,NULL,NULL,1114498,724237,390261,NULL,NULL,NULL
840,Durham,35,Youth Justice,NULL,NULL,NULL,NULL,10077033,8421898,1655135,NULL,NULL,NULL
841,Darlington,35,Youth Justice,NULL,NULL,NULL,NULL,1175189,204009,971180,NULL,NULL,NULL
845,East Sussex,35,Youth Justice,NULL,NULL,NULL,NULL,1999039,904416,1094623,NULL,NULL,NULL
846,Brighton and Hove,35,Youth Justice,NULL,NULL,NULL,NULL,1644646,73031,1571615,NULL,NULL,NULL
850,Hampshire,35,Youth Justice,NULL,NULL,NULL,NULL,12636431,10419858,2216573,NULL,NULL,NULL
851,Portsmouth,35,Youth Justice,NULL,NULL,NULL,NULL,721014,153279,567735,NULL,NULL,NULL
852,Southampton,35,Youth Justice,NULL,NULL,NULL,NULL,1494024,553765,940259,NULL,NULL,NULL
855,Leicestershire,35,Youth Justice,NULL,NULL,NULL,NULL,836126,15650,820476,NULL,NULL,NULL
856,Leicester,35,Youth Justice,NULL,NULL,NULL,NULL,2913064,1649678,1263386,NULL,NULL,NULL
857,Rutland,35,Youth Justice,NULL,NULL,NULL,NULL,73455,0,73455,NULL,NULL,NULL
860,Staffordshire,35,Youth Justice,NULL,NULL,NULL,NULL,6185917,3917521,2268396,NULL,NULL,NULL
861,Stoke-on-Trent,35,Youth Justice,NULL,NULL,NULL,NULL,1976421.97,1649548.03,326873.94,NULL,NULL,NULL
865,Wiltshire,35,Youth Justice,NULL,NULL,NULL,NULL,1670869.76,586951.87,1083917.89,NULL,NULL,NULL
866,Swindon,35,Youth Justice,NULL,NULL,NULL,NULL,1046046,132558,913488,NULL,NULL,NULL
867,Bracknell Forest,35,Youth Justice,NULL,NULL,NULL,NULL,627522,249961,377561,NULL,NULL,NULL
868,Windsor and Maidenhead,35,Youth Justice,NULL,NULL,NULL,NULL,559981,209974,350007,NULL,NULL,NULL
869,West Berkshire,35,Youth Justice,NULL,NULL,NULL,NULL,954866,82941,871925,NULL,NULL,NULL
870,Reading,35,Youth Justice,NULL,NULL,NULL,NULL,1393793,697533,696260,NULL,NULL,NULL
871,Slough,35,Youth Justice,NULL,NULL,NULL,NULL,1189828,480979,708849,NULL,NULL,NULL
872,Wokingham,35,Youth Justice,NULL,NULL,NULL,NULL,498828,222628,276200,NULL,NULL,NULL
873,Cambridgeshire,35,Youth Justice,NULL,NULL,NULL,NULL,2096969,1207503,889466,NULL,NULL,NULL
874,Peterborough,35,Youth Justice,NULL,NULL,NULL,NULL,5766800,3825727,1941073,NULL,NULL,NULL
876,Halton,35,Youth Justice,NULL,NULL,NULL,NULL,219267,0,219267,NULL,NULL,NULL
877,Warrington,35,Youth Justice,NULL,NULL,NULL,NULL,1445419,875703,569716,NULL,NULL,NULL
878,Devon,35,Youth Justice,NULL,NULL,NULL,NULL,3753800,2487487,1266313,NULL,NULL,NULL
879,Plymouth,35,Youth Justice,NULL,NULL,NULL,NULL,1930617,649277,1281340,NULL,NULL,NULL
880,Torbay,35,Youth Justice,NULL,NULL,NULL,NULL,759385,397862,361523,NULL,NULL,NULL
881,Essex,35,Youth Justice,NULL,NULL,NULL,NULL,5953446,1471406,4482040,NULL,NULL,NULL
882,Southend-on-Sea,35,Youth Justice,NULL,NULL,NULL,NULL,1744683,557383,1187300,NULL,NULL,NULL
883,Thurrock,35,Youth Justice,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
884,Herefordshire,35,Youth Justice,NULL,NULL,NULL,NULL,331550,0,331550,NULL,NULL,NULL
885,Worcestershire,35,Youth Justice,NULL,NULL,NULL,NULL,736413,0,736413,NULL,NULL,NULL
886,Kent,35,Youth Justice,NULL,NULL,NULL,NULL,6366343,2839691,3526652,NULL,NULL,NULL
887,Medway,35,Youth Justice,NULL,NULL,NULL,NULL,1389492,914480,475012,NULL,NULL,NULL
888,Lancashire,35,Youth Justice,NULL,NULL,NULL,NULL,2739051,6294,2732757,NULL,NULL,NULL
889,Blackburn with Darwen,35,Youth Justice,NULL,NULL,NULL,NULL,1133349,112376,1020973,NULL,NULL,NULL
890,Blackpool,35,Youth Justice,NULL,NULL,NULL,NULL,990991,113484,877507,NULL,NULL,NULL
891,Nottinghamshire,35,Youth Justice,NULL,NULL,NULL,NULL,4493988,2031699,2462289,NULL,NULL,NULL
892,Nottingham,35,Youth Justice,NULL,NULL,NULL,NULL,3032847,194421,2838426,NULL,NULL,NULL
893,Shropshire,35,Youth Justice,NULL,NULL,NULL,NULL,330188,0,330188,NULL,NULL,NULL
894,Telford and Wrekin,35,Youth Justice,NULL,NULL,NULL,NULL,1855098,1279047,576051,NULL,NULL,NULL
908,Cornwall,35,Youth Justice,NULL,NULL,NULL,NULL,1817440,443,1816997,NULL,NULL,NULL
909,Cumbria,35,Youth Justice,NULL,NULL,NULL,NULL,2427510,75086,2352424,NULL,NULL,NULL
916,Gloucestershire,35,Youth Justice,NULL,NULL,NULL,NULL,2011532,442289,1569243,NULL,NULL,NULL
919,Hertfordshire,35,Youth Justice,NULL,NULL,NULL,NULL,1220520,185854,1034666,NULL,NULL,NULL
921,Isle of Wight,35,Youth Justice,NULL,NULL,NULL,NULL,710839,154264,556575,NULL,NULL,NULL
925,Lincolnshire,35,Youth Justice,NULL,NULL,NULL,NULL,4409495,3356025,1053470,NULL,NULL,NULL
926,Norfolk,35,Youth Justice,NULL,NULL,NULL,NULL,4284372,2619579,1664793,NULL,NULL,NULL
928,Northamptonshire,35,Youth Justice,NULL,NULL,NULL,NULL,4655383,1372469,3282914,NULL,NULL,NULL
929,Northumberland,35,Youth Justice,NULL,NULL,NULL,NULL,5126782,3029578,2097204,NULL,NULL,NULL
931,Oxfordshire,35,Youth Justice,NULL,NULL,NULL,NULL,3364963,0,3364963,NULL,NULL,NULL
933,Somerset,35,Youth Justice,NULL,NULL,NULL,NULL,1757237,900730,856507,NULL,NULL,NULL
935,Suffolk,35,Youth Justice,NULL,NULL,NULL,NULL,3087861.54,638992.42,2448869.12,NULL,NULL,NULL
936,Surrey,35,Youth Justice,NULL,NULL,NULL,NULL,4655917,336312,4319605,NULL,NULL,NULL
937,Warwickshire,35,Youth Justice,NULL,NULL,NULL,NULL,3365349,1571149,1794200,NULL,NULL,NULL
938,West Sussex,35,Youth Justice,NULL,NULL,NULL,NULL,1597504,1245409,352095,NULL,NULL,NULL
822,Bedford Borough,35,Youth Justice,NULL,NULL,NULL,NULL,1782395,645224,1137171,NULL,NULL,NULL
823,Central Bedfordshire,35,Youth Justice,NULL,NULL,NULL,NULL,565798,0,565798,NULL,NULL,NULL
895,Cheshire East,35,Youth Justice,NULL,NULL,NULL,NULL,1118453,641201,477252,NULL,NULL,NULL
896,Cheshire West and Chester,35,Youth Justice,NULL,NULL,NULL,NULL,1449826,772184,677642,NULL,NULL,NULL
201,City of London,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
202,Camden,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
203,Greenwich,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
204,Hackney,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
205,Hammersmith and Fulham,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
206,Islington,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,82595,0,82595,NULL,NULL,NULL
207,Kensington and Chelsea,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
208,Lambeth,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
209,Lewisham,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
210,Southwark,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
211,Tower Hamlets,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
212,Wandsworth,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,834669,0,834669,NULL,NULL,NULL
213,Westminster,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
301,Barking and Dagenham,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
302,Barnet,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
303,Bexley,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
304,Brent,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
305,Bromley,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,85000,0,85000,NULL,NULL,NULL
306,Croydon,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
307,Ealing,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
308,Enfield,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,183744,0,183744,NULL,NULL,NULL
309,Haringey,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
310,Harrow,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,3435146,127908,3307238,NULL,NULL,NULL
311,Havering,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
312,Hillingdon,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,845225,0,845225,NULL,NULL,NULL
313,Hounslow,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,651054,0,651054,NULL,NULL,NULL
314,Kingston upon Thames,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,105000,0,105000,NULL,NULL,NULL
315,Merton,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
316,Newham,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
317,Redbridge,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
318,Richmond upon Thames,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,119108,0,119108,NULL,NULL,NULL
319,Sutton,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,22964,0,22964,NULL,NULL,NULL
320,Waltham Forest,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
330,Birmingham,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,455236,0,455236,NULL,NULL,NULL
331,Coventry,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
332,Dudley,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
333,Sandwell,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
334,Solihull,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
335,Walsall,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
336,Wolverhampton,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
340,Knowsley,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
341,Liverpool,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
342,St Helens,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
343,Sefton,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
344,Wirral,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
350,Bolton,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
351,Bury,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
352,Manchester,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,193292,0,193292,NULL,NULL,NULL
353,Oldham,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
354,Rochdale,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
355,Salford,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
356,Stockport,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
357,Tameside,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
358,Trafford,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
359,Wigan,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
370,Barnsley,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
371,Doncaster,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
372,Rotherham,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
373,Sheffield,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
380,Bradford,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
381,Calderdale,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
382,Kirklees,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
383,Leeds,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
384,Wakefield,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,60357.8,0,60357.8,NULL,NULL,NULL
390,Gateshead,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
391,Newcastle upon Tyne,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
392,North Tyneside,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
393,South Tyneside,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
394,Sunderland,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
420,Isles Of Scilly,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
800,Bath and North East Somerset,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
801,Bristol City of,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
802,North Somerset,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
803,South Gloucestershire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
805,Hartlepool,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,37608,0,37608,NULL,NULL,NULL
806,Middlesbrough,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
807,Redcar and Cleveland,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
808,Stockton-on-Tees,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
810,Kingston upon Hull City of,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
811,East Riding of Yorkshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
812,North East Lincolnshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,33000,0,33000,NULL,NULL,NULL
813,North Lincolnshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
815,North Yorkshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,670637,204901,465736,NULL,NULL,NULL
816,York,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
821,Luton,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
825,Buckinghamshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
826,Milton Keynes,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
830,Derbyshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
831,Derby,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
835,Dorset,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
836,Poole,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
837,Bournemouth,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
840,Durham,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,300359,0,300359,NULL,NULL,NULL
841,Darlington,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
845,East Sussex,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,371987,0,371987,NULL,NULL,NULL
846,Brighton and Hove,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
850,Hampshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
851,Portsmouth,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
852,Southampton,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
855,Leicestershire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
856,Leicester,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
857,Rutland,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
860,Staffordshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
861,Stoke-on-Trent,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
865,Wiltshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,44120.18,0,44120.18,NULL,NULL,NULL
866,Swindon,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
867,Bracknell Forest,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
868,Windsor and Maidenhead,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
869,West Berkshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
870,Reading,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
871,Slough,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
872,Wokingham,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
873,Cambridgeshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,1138460,275,1138185,NULL,NULL,NULL
874,Peterborough,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
876,Halton,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
877,Warrington,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
878,Devon,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
879,Plymouth,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
880,Torbay,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
881,Essex,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
882,Southend-on-Sea,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
883,Thurrock,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
884,Herefordshire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
885,Worcestershire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,50938,0,50938,NULL,NULL,NULL
886,Kent,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,98000,0,98000,NULL,NULL,NULL
887,Medway,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
888,Lancashire,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,98945,0,98945,NULL,NULL,NULL
889,Blackburn with Darwen,36,Capital Expenditure from Revenue (CERA) (Children's and young peopl,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
