LA,LA Name,LineNumber,CYPServiceDescription,ReportGroup,OwnProvision,PrivateProvision,OtherPublic,Voluntary,TotalExpenditure,Income,NetCurrentExpenditure,GovGrantsInsideAEF,GovGrantsOutsideAEF,LEANetRevenueExpenditure
206,Islington,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",615433,164537,717,407525,1188212,1135,1187077,0,0,1187077
206,Islington,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
206,Islington,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",3429366,406467,2493,495,3838821,58590,3780231,75788,0,3704443
206,Islington,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",446482,36815,6613,63898,553808,86982,466826,0,97980,368846
206,Islington,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,5538396,608061,9823,471918,6628198,187926,6440272,75788,97980,6266504
206,Islington,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,3959608,648964,109959,865981,5584512,652340,4932172,0,0,4932172
206,Islington,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,1198025,0,0,0,1198025,8134,1189891,0,0,1189891
206,Islington,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,5157633,648964,109959,865981,6782537,660474,6122063,0,0,6122063
206,Islington,30,30 Youth Justice,YOUTH JUSTICE,,,,,1890361,152269,1738092,,,
206,Islington,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,307000,0,307000,,,
206,Islington,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,72832165,3914010,68918155,,,
206,Islington,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,72525165,3914010,68611155,,,
206,Islington,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,162302,,,,,
206,Islington,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,96460,,,,,
207,Kensington and Chelsea,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,3475619.08,0,0,0,3475619.08,1246299.49,2229319.59,326600,1200,1901519.59
207,Kensington and Chelsea,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,2123275.89,0,0,0,2123275.89,10918.73,2112357.16,1833970,0,278387.16
207,Kensington and Chelsea,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,0,0,50000,228351.04,278351.04,0,278351.04,0,0,278351.04
207,Kensington and Chelsea,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,5598894.97,0,50000,228351.04,5877246.01,1257218.22,4620027.79,2160570,1200,2458257.79
207,Kensington and Chelsea,5,5 Residential care,CHILDREN LOOKED AFTER,1442498.02,1390739.66,12600.76,0,2845838.44,96971.79,2748866.65,0,0,2748866.65
207,Kensington and Chelsea,6,6 Fostering services,CHILDREN LOOKED AFTER,1979162.06,0,250881.28,861036.08,3091079.42,370462.26,2720617.16,0,0,2720617.16
207,Kensington and Chelsea,7,7 Adoption services,CHILDREN LOOKED AFTER,1160559.6,0,201675.94,0,1362235.54,317033.47,1045202.07,0,0,1045202.07
207,Kensington and Chelsea,8,8 Special guardianship support,CHILDREN LOOKED AFTER,296710.88,0,0,0,296710.88,0,296710.88,0,0,296710.88
207,Kensington and Chelsea,9,9 Other children looked after,CHILDREN LOOKED AFTER,640459.92,0,52000,0,692459.92,450,692009.92,4190,0,687819.92
207,Kensington and Chelsea,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,314856.56,0,165679.87,0,480536.43,0,480536.43,0,0,480536.43
207,Kensington and Chelsea,12,12  Education of looked after children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,1647446.9,0,0,0,1647446.9,0,1647446.9,60078.57,0,1587368.33
207,Kensington and Chelsea,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,7481693.94,1390739.66,682837.85,861036.08,10416307.53,784917.52,9631390.01,64268.57,0,9567121.44
207,Kensington and Chelsea,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,0,0,0,138046.12,138046.12,0,138046.12,0,0,138046.12
207,Kensington and Chelsea,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,9743119.98,18931.25,95948.19,0,9857999.42,1046241.21,8811758.21,673425,110332,8028001.21
207,Kensington and Chelsea,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,2690485.61,0,0,0,2690485.61,233757.3,2456728.31,896970,30000,1529758.31
207,Kensington and Chelsea,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,51033.55,0,39749.19,0,90782.74,0,90782.74,0,0,90782.74
207,Kensington and Chelsea,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,12484639.14,18931.25,135697.38,0,12639267.77,1279998.51,11359269.26,1570395,140332,9648542.26
207,Kensington and Chelsea,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",157470.73,0,0,0,157470.73,0,157470.73,0,0,157470.73
207,Kensington and Chelsea,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",1306446.85,0,287768.24,190106.28,1784321.37,121976.73,1662344.64,770130,0,892214.64
207,Kensington and Chelsea,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",2478054.32,120,333332.07,0,2811506.39,37196.42,2774309.97,1204593,0,1569716.97
207,Kensington and Chelsea,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
207,Kensington and Chelsea,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,3941971.9,120,621100.31,190106.28,4753298.49,159173.15,4594125.34,1974723,0,2619402.34
207,Kensington and Chelsea,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,4132997.4,97098.2,0,316443.6,4546539.2,572751.66,3973787.54,992980,36444.26,2944363.28
207,Kensington and Chelsea,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,1868978.38,120075,0,0,1989053.38,267695.12,1721358.26,649939.21,0,1071419.05
207,Kensington and Chelsea,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,6001975.78,217173.2,0,316443.6,6535592.58,840446.78,5695145.8,1642919.21,36444.26,4015782.33
207,Kensington and Chelsea,30,30 Youth Justice,YOUTH JUSTICE,,,,,1226907.96,170188.44,1056719.52,,,
207,Kensington and Chelsea,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
207,Kensington and Chelsea,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,41586666.46,4491942.62,37094723.84,,,
207,Kensington and Chelsea,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,41586666.46,4491942.62,37094723.84,,,
207,Kensington and Chelsea,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,95758.76,,,,,
207,Kensington and Chelsea,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,41207.43,,,,,
208,Lambeth,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,4418942,2050351,0,0,6469293,185728,6283565,0,6283565,0
208,Lambeth,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,425605,0,785204,482437,1693246,105593,1587653,0,1587653,0
208,Lambeth,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,1712413,0,0,603535,2315948,0,2315948,0,143500,2172448
208,Lambeth,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,6556960,2050351,785204,1085972,10478487,291321,10187166,0,8014718,2172448
208,Lambeth,5,5 Residential care,CHILDREN LOOKED AFTER,3894504,9376835,203761,292919,13768019,686259,13081760,0,0,13081760
208,Lambeth,6,6 Fostering services,CHILDREN LOOKED AFTER,3028370,8292263,1236844,1151426,13708903,0,13708903,0,0,13708903
208,Lambeth,7,7 Adoption services,CHILDREN LOOKED AFTER,1590647,0,0,0,1590647,31000,1559647,0,0,1559647
208,Lambeth,8,8 Special guardianship support,CHILDREN LOOKED AFTER,1208781,0,0,0,1208781,0,1208781,0,0,1208781
208,Lambeth,9,9 Other children looked after,CHILDREN LOOKED AFTER,718972,0,0,0,718972,0,718972,0,0,718972
208,Lambeth,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
208,Lambeth,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
208,Lambeth,12,12  Education of looked after children,CHILDREN LOOKED AFTER,106065,0,0,0,106065,0,106065,0,0,106065
208,Lambeth,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,1440508,0,0,0,1440508,0,1440508,0,0,1440508
208,Lambeth,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
208,Lambeth,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,11987847,17669098,1440605,1444345,32541895,717259,31824636,0,0,31824636
208,Lambeth,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,0,0,0,0,0,0,0,0,0,0
208,Lambeth,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,16740282,0,0,0,16740282,0,16740282,0,0,16740282
208,Lambeth,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,564750,0,0,0,564750,109889,454861,0,0,454861
208,Lambeth,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,559556,0,0,0,559556,73400,486156,0,0,486156
208,Lambeth,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,17864588,0,0,0,17864588,183289,17681299,0,0,17681299
208,Lambeth,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",733906,0,0,0,733906,0,733906,0,0,733906
208,Lambeth,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",590441,0,0,0,590441,0,590441,0,0,590441
208,Lambeth,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
208,Lambeth,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",2174692,0,0,0,2174692,0,2174692,0,0,2174692
208,Lambeth,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
208,Lambeth,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,3499039,0,0,0,3499039,0,3499039,0,0,3499039
208,Lambeth,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,2411579,0,0,223369,2634948,17943,2617005,0,0,2617005
208,Lambeth,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,2276833,0,0,771739,3048572,50302,2998270,0,0,2998270
208,Lambeth,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,4688412,0,0,995108,5683520,68245,5615275,0,0,5615275
208,Lambeth,30,30 Youth Justice,YOUTH JUSTICE,,,,,3151378,22481,3128897,,,
208,Lambeth,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
208,Lambeth,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,73218907,1282595,71936312,,,
208,Lambeth,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,73218907,1282595,71936312,,,
208,Lambeth,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,105901,0,,,,
208,Lambeth,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,223000,0,,,,
209,Lewisham,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,3064144,0,189527,106567,3360238,5307,3354931,0,0,3354931
209,Lewisham,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,287232,0,0,1560777,1848009,0,1848009,0,0,1848009
209,Lewisham,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,0,0,0,0,0,0,0,0,0,0
209,Lewisham,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,3351376,0,189527,1667344,5208247,5307,5202940,0,0,5202940
209,Lewisham,5,5 Residential care,CHILDREN LOOKED AFTER,0,5269099,336612,0,5605711,172597,5433114,19693,0,5413421
209,Lewisham,6,6 Fostering services,CHILDREN LOOKED AFTER,237869,13198697,535392,4491,13976449,756112,13220337,199403,0,13020934
209,Lewisham,7,7 Adoption services,CHILDREN LOOKED AFTER,127413,19254,1782257,839,1929763,54661,1875102,74917,0,1800185
209,Lewisham,8,8 Special guardianship support,CHILDREN LOOKED AFTER,9506,616259,8287,75,634127,82,634045,6610,0,627435
209,Lewisham,9,9 Other children looked after,CHILDREN LOOKED AFTER,29209,2878018,1454763,0,4361990,438,4361552,602,0,4360950
209,Lewisham,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
209,Lewisham,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
209,Lewisham,12,12  Education of looked after children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
209,Lewisham,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,29796,1906656,23791,0,1960243,350978,1609265,0,0,1609265
209,Lewisham,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,1089,255125,0,50697,306911,172,306739,0,0,306739
209,Lewisham,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,434882,24143108,4141102,56102,28775194,1335040,27440154,301225,0,27138929
209,Lewisham,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,17607,1232159,1179362,78094,2507222,238758,2268464,0,0,2268464
209,Lewisham,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,3172716,280255,4046895,0,7499866,347689,7152177,13762,0,7138415
209,Lewisham,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,1240318,675076,290385,0,2205779,250235,1955544,51932,0,1903612
209,Lewisham,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,80420,0,0,0,80420,80420,0,0,0,0
209,Lewisham,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,4493454,955331,4337280,0,9786065,678344,9107721,65694,0,9042027
209,Lewisham,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",21909,920189,0,0,942098,0,942098,0,0,942098
209,Lewisham,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",266447,189916,0,420,456783,0,456783,24730,0,432053
209,Lewisham,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",322753,0,0,0,322753,56466,266287,0,0,266287
209,Lewisham,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",0,484822,305918,25288,816028,0,816028,0,0,816028
209,Lewisham,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",4670,0,0,25228,29898,0,29898,0,0,29898
209,Lewisham,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,615779,1594927,305918,50936,2567560,56466,2511094,24730,0,2486364
209,Lewisham,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,2863053,0,0,0,2863053,1401519,1461534,0,0,1461534
209,Lewisham,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,2913488,0,0,164177,3077665,733231,2344434,91420,0,2253014
209,Lewisham,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,5776541,0,0,164177,5940718,2134750,3805968,91420,0,3714548
209,Lewisham,30,30 Youth Justice,YOUTH JUSTICE,,,,,2681270,1487299,1193971,,,
209,Lewisham,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
209,Lewisham,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,57466276,5935964,51530312,,,
209,Lewisham,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,57466276,5935964,51530312,,,
209,Lewisham,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,41000,,,,,
209,Lewisham,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,194036,,,,,
210,Southwark,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,5316565.33,2946714.6,667289.1,747593.86,9678162.89,325737.09,9352425.8,6021156,0,3331269.8
210,Southwark,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,8225218.32,1549550.95,3477733.93,166594.15,13419097.35,1357761.98,12061335.37,9679695,0,2381640.37
