time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,category_of_expenditure,description_of_expenditure,own_provision,private_provision,other_public_sector_provision,voluntary_provision,total_expenditure,income,net_current_expenditure,grants_inside_AEF,grants_outside_AEF,net_revenue_expenditure,per_capita_net_current_spend
202122,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,Youth justice,3.6.1 Youth justice,x,x,x,x,2087037,1024476,1062561,x,x,x,15
202122,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,Capital expenditure,4.0.1 Capital Expenditure from Revenue (CERA) (Childrens and young people services),x,x,x,x,0,0,0,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,Total,5.0.2 Total Children and Young Peoples Services Expenditure (excluding CERA),x,x,x,x,68045644,x,64417311,x,x,x,913
202122,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,Total,5.0.3 Total Children and Young Peoples Services Expenditure (including CERA),x,x,x,x,68045644,x,64417311,x,x,x,913
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Sure Start and children aged under 5,3.0.1 Spend on individual Sure Start Childrens Centres,12542633,0,0,0,12542633,1900759,10641874,0,0,10641874,165
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Sure Start and children aged under 5,3.0.2 Spend for services delivered through Sure Start Childrens Centres,1597497,0,0,0,1597497,0,1597497,0,0,1597497,25
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Sure Start and children aged under 5,3.0.3 Spend on management costs relating to Sure Start Childrens Centres,153486,0,0,0,153486,0,153486,0,0,153486,2
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Sure Start and children aged under 5,3.0.4 Other spend on children under 5,736894,0,0,0,736894,0,736894,0,0,736894,11
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Sure Start and children aged under 5,3.0.5 Total Sure Start childrens centres and other spend on children under 5,15030510,0,0,0,15030510,1900759,13129751,0,0,13129751,203
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.1 Residential care,80,10544632,0,0,10544712,249000,10295712,2510334,0,7785378,159
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.2a Fostering services (excluding fees and allowances for LA foster carers),0,6889712,161710,0,7051422,180644,6870778,1412063,0,5458715,106
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.2b Fostering services (fees and allowances for LA foster carers),2270002,0,0,0,2270002,17624,2252378,0,0,2252378,35
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.2 Total fostering services,2270002,6889712,161710,0,9321424,198268,9123156,1412063,0,7711093,141
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.3 Adoption services,819247,50849,509892,0,1379988,37928,1342060,64966,0,1277094,21
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.4 Special guardianship support,2096191,9107,0,0,2105298,0,2105298,50260,0,2055038,33
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.5 Other children looked after services,1579725,2937686,0,67631,4585042,190282,4394760,0,0,4394760,68
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.7 Children placed with family and friends,986088,0,0,0,986088,0,986088,0,0,986088,15
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.8 Education of looked after children,776522,334386,0,0,1110908,42000,1068908,0,0,1068908,17
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.9 Leaving care support services,118317,3574224,0,0,3692541,0,3692541,288350,0,3404191,57
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.10 Asylum seeker services children,236526,2872169,0,0,3108695,0,3108695,2359163,0,749532,48
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Children looked after,3.1.11 Total Children Looked After,8882698,27212765,671602,67631,36834696,717478,36117218,6685136,0,29432082,558
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Other children and family services,3.2.1 Other children and families services,888108,57650,0,0,945758,66293,879465,0,0,879465,14
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Safeguarding children and young peoples services,3.3.1 Social work (including LA functions in relation to child protection),17613370,4303749,141295,12317,22070731,852037,21218694,2241824,0,18976870,328
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,2034096,879662,0,0,2913758,62418,2851340,427708,0,2423632,44
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,263512,141967,0,0,405479,162404,243075,0,0,243075,4
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,19910978,5325378,141295,12317,25389968,1076859,24313109,2669532,0,21643577,376
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Family support services,3.4.1 Direct payments,1369735,16046,0,0,1385781,0,1385781,0,0,1385781,21
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Family support services,3.4.2 Short breaks (respite) for disabled children,0,1161847,0,321339,1483186,0,1483186,0,0,1483186,23
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Family support services,3.4.3 Other support for disabled children,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Family support services,3.4.4 Targeted family support,4634443,3810162,32169,0,8476774,624680,7852094,1590400,0,6261694,121
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Family support services,3.4.5 Universal family support,673042,200094,10488,842,884466,60111,824355,25680,0,798675,13
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Family support services,3.4.6 Total Family Support Services,6677220,5188149,42657,322181,12230207,684791,11545416,1616080,0,9929336,179
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Services for young people,3.5.1 Universal services for young people,378341,390470,41718,995029,1805558,233427,1572131,17120,0,1555011,24
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Services for young people,3.5.2 Targeted services for young people,2360340,382647,23133,163294,2929414,636375,2293039,262204,0,2030835,35
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Services for young people,3.5.3 Total Services for young people,2738681,773117,64851,1158323,4734972,869802,3865170,279324,0,3585846,60
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Services for young people,"8a.1 Substance misuse services (Drugs, Alcohol and Volatile substances) (included in 3.5.1 and 3.5.2 above)",x,x,x,x,0,x,x,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Services for young people,8a.2 Teenage pregnancy services (included in 3.5.1 and 3.5.2 above),x,x,x,x,0,x,x,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Youth justice,3.6.1 Youth justice,x,x,x,x,1307648,1104251,203397,x,x,x,3
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Capital expenditure,4.0.1 Capital Expenditure from Revenue (CERA) (Childrens and young people services),x,x,x,x,0,0,0,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Total,5.0.2 Total Children and Young Peoples Services Expenditure (excluding CERA),x,x,x,x,96473759,x,90053526,x,x,x,1393
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Total,5.0.3 Total Children and Young Peoples Services Expenditure (including CERA),x,x,x,x,96473759,x,90053526,x,x,x,1393
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Sure Start and children aged under 5,3.0.1 Spend on individual Sure Start Childrens Centres,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Sure Start and children aged under 5,3.0.2 Spend for services delivered through Sure Start Childrens Centres,257812,0,65418,91920,415150,0,415150,0,0,415150,11
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Sure Start and children aged under 5,3.0.3 Spend on management costs relating to Sure Start Childrens Centres,188562,0,0,0,188562,0,188562,0,0,188562,5
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Sure Start and children aged under 5,3.0.4 Other spend on children under 5,4065,0,8131,11425,23621,0,23621,0,0,23621,1
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Sure Start and children aged under 5,3.0.5 Total Sure Start childrens centres and other spend on children under 5,450439,0,73549,103345,627333,0,627333,0,0,627333,16
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.1 Residential care,0,4094895,0,0,4094895,920387,3174508,0,0,3174508,82
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.2a Fostering services (excluding fees and allowances for LA foster carers),492599,2720363,704636,0,3917598,257940,3659658,15,0,3659643,95
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.2b Fostering services (fees and allowances for LA foster carers),2096564,0,0,0,2096564,0,2096564,0,0,2096564,54
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.2 Total fostering services,2589163,2720363,704636,0,6014162,257940,5756222,15,0,5756207,149
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.3 Adoption services,208907,466,290573,0,499946,0,499946,0,0,499946,13
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.4 Special guardianship support,1531097,0,499275,0,2030372,80031,1950341,0,0,1950341,51
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.5 Other children looked after services,672288,3214478,27489,0,3914255,318699,3595556,0,0,3595556,93
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,200,908657,0,0,908857,0,908857,0,0,908857,24
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.7 Children placed with family and friends,431569,0,0,0,431569,0,431569,0,0,431569,11
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.8 Education of looked after children,479993,174856,19945,0,674794,0,674794,571146,0,103648,18
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.9 Leaving care support services,692799,2851268,0,0,3544067,0,3544067,1771965,0,1772102,92
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.10 Asylum seeker services children,1808,180400,115,0,182323,0,182323,0,0,182323,5
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Children looked after,3.1.11 Total Children Looked After,6607824,14145383,1542033,0,22295240,1577057,20718183,2343126,0,18375057,537
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Other children and family services,3.2.1 Other children and families services,1334975,202,402051,0,1737228,70007,1667221,470828,0,1196393,43
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Safeguarding children and young peoples services,3.3.1 Social work (including LA functions in relation to child protection),7460051,1253347,563097,12800,9289295,83227,9206068,1171639,0,8034429,239
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,3950301,180180,27851,586167,4744499,132144,4612355,2515326,0,2097029,120
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,87435,7505,42635,21213,158788,11533,147255,0,0,147255,4
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,11497787,1441032,633583,620180,14192582,226904,13965678,3686965,0,10278713,362
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Family support services,3.4.1 Direct payments,815562,0,0,0,815562,0,815562,0,0,815562,21
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Family support services,3.4.2 Short breaks (respite) for disabled children,2454824,846091,21090,0,3322005,1244781,2077224,258,0,2076966,54
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Family support services,3.4.3 Other support for disabled children,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Family support services,3.4.4 Targeted family support,3283166,106319,1261215,73386,4724086,300903,4423183,162401,0,4260782,115
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Family support services,3.4.5 Universal family support,2535709,61909,13,300,2597931,18300,2579631,1603,0,2578028,67
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Family support services,3.4.6 Total Family Support Services,9089261,1014319,1282318,73686,11459584,1563984,9895600,164262,0,9731338,257
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Services for young people,3.5.1 Universal services for young people,0,0,146119,54743,200862,0,200862,0,0,200862,5
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Services for young people,3.5.2 Targeted services for young people,17402,0,434288,53215,504905,31250,473655,0,0,473655,12
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Services for young people,3.5.3 Total Services for young people,17402,0,580407,107958,705767,31250,674517,0,0,674517,17
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Services for young people,"8a.1 Substance misuse services (Drugs, Alcohol and Volatile substances) (included in 3.5.1 and 3.5.2 above)",x,x,x,x,68500,x,x,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Services for young people,8a.2 Teenage pregnancy services (included in 3.5.1 and 3.5.2 above),x,x,x,x,0,x,x,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Youth justice,3.6.1 Youth justice,x,x,x,x,1272376,694229,578147,x,x,x,15
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Capital expenditure,4.0.1 Capital Expenditure from Revenue (CERA) (Childrens and young people services),x,x,x,x,0,0,0,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Total,5.0.2 Total Children and Young Peoples Services Expenditure (excluding CERA),x,x,x,x,52290110,x,48126679,x,x,x,1248
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Total,5.0.3 Total Children and Young Peoples Services Expenditure (including CERA),x,x,x,x,52290110,x,48126679,x,x,x,1248
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Sure Start and children aged under 5,3.0.1 Spend on individual Sure Start Childrens Centres,6735483,0,0,827001,7562484,1890224,5672259,0,0,5672259,130
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Sure Start and children aged under 5,3.0.2 Spend for services delivered through Sure Start Childrens Centres,110203,0,0,0,110203,237,109966,0,0,109966,3
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Sure Start and children aged under 5,3.0.3 Spend on management costs relating to Sure Start Childrens Centres,1381748,0,0,0,1381748,26365,1355384,0,0,1355384,31
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Sure Start and children aged under 5,3.0.4 Other spend on children under 5,579892,0,0,99800,679692,0,679692,0,0,679692,16
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Sure Start and children aged under 5,3.0.5 Total Sure Start childrens centres and other spend on children under 5,8807325,0,0,926801,9734126,1916826,7817300,0,0,7817300,180
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.1 Residential care,5666067,0,0,0,5666067,1122808,4543260,0,0,4543260,104
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.2a Fostering services (excluding fees and allowances for LA foster carers),2041382,0,0,0,2041382,0,2041382,0,0,2041382,47
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.2b Fostering services (fees and allowances for LA foster carers),2868993,5804296,0,0,8673289,394298,8278990,361542,0,7917448,190
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.2 Total fostering services,4910375,5804296,0,0,10714670,394298,10320372,361542,0,9958830,237
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.3 Adoption services,6160315,0,0,0,6160315,4487280,1673034,0,0,1673034,38
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.4 Special guardianship support,2015752,0,0,0,2015752,2161,2013591,0,0,2013591,46
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.5 Other children looked after services,1949174,0,0,0,1949174,0,1949174,0,0,1949174,45
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,192496,0,0,0,192496,6020,186477,0,0,186477,4
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.7 Children placed with family and friends,1031102,0,0,0,1031102,1422,1029680,0,0,1029680,24
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.8 Education of looked after children,913959,0,0,0,913959,5239,908720,0,0,908720,21
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.9 Leaving care support services,3485827,2807358,0,0,6293185,250887,6042298,148068,0,5894230,139
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.10 Asylum seeker services children,2297991,1818361,0,0,4116352,0,4116352,3898490,0,217862,95
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Children looked after,3.1.11 Total Children Looked After,28623058,10430015,0,0,39053073,6270114,32782959,4408100,0,28374860,754
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Other children and family services,3.2.1 Other children and families services,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Safeguarding children and young peoples services,3.3.1 Social work (including LA functions in relation to child protection),25123297,0,0,0,25123297,373453,24749844,0,0,24749844,569
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,2260453,0,0,0,2260453,14045,2246407,0,0,2246407,52
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,158792,0,0,0,158792,49339,109453,0,0,109453,3
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,27542541,0,0,0,27542541,436837,27105704,0,0,27105704,623
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Family support services,3.4.1 Direct payments,1758028,0,0,0,1758028,284488,1473541,0,0,1473541,34
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Family support services,3.4.2 Short breaks (respite) for disabled children,877349,0,0,0,877349,0,877349,0,0,877349,20
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Family support services,3.4.3 Other support for disabled children,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Family support services,3.4.4 Targeted family support,2299108,0,0,0,2299108,23130,2275978,0,0,2275978,52
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Family support services,3.4.5 Universal family support,254133,0,0,0,254133,6256,247877,0,0,247877,6
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Family support services,3.4.6 Total Family Support Services,5188618,0,0,0,5188618,313873,4874745,0,0,4874745,112
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Services for young people,3.5.1 Universal services for young people,2356919,0,0,0,2356919,70731,2286189,0,0,2286189,53
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Services for young people,3.5.2 Targeted services for young people,2045883,0,0,0,2045883,21625,2024258,0,0,2024258,47
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Services for young people,3.5.3 Total Services for young people,4402803,0,0,0,4402803,92355,4310447,0,0,4310447,99
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Services for young people,"8a.1 Substance misuse services (Drugs, Alcohol and Volatile substances) (included in 3.5.1 and 3.5.2 above)",x,x,x,x,0,x,x,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Services for young people,8a.2 Teenage pregnancy services (included in 3.5.1 and 3.5.2 above),x,x,x,x,0,x,x,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Youth justice,3.6.1 Youth justice,x,x,x,x,1303541,22435,1281106,x,x,x,29
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Capital expenditure,4.0.1 Capital Expenditure from Revenue (CERA) (Childrens and young people services),x,x,x,x,0,0,0,x,x,x,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Total,5.0.2 Total Children and Young Peoples Services Expenditure (excluding CERA),x,x,x,x,87224702,x,78172262,x,x,x,1798
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Total,5.0.3 Total Children and Young Peoples Services Expenditure (including CERA),x,x,x,x,87224702,x,78172262,x,x,x,1798
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Sure Start and children aged under 5,3.0.1 Spend on individual Sure Start Childrens Centres,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Sure Start and children aged under 5,3.0.2 Spend for services delivered through Sure Start Childrens Centres,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Sure Start and children aged under 5,3.0.3 Spend on management costs relating to Sure Start Childrens Centres,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Sure Start and children aged under 5,3.0.4 Other spend on children under 5,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Sure Start and children aged under 5,3.0.5 Total Sure Start childrens centres and other spend on children under 5,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.1 Residential care,1446856,612422,0,0,2059279,149002,1910276,0,0,1910276,67
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.2a Fostering services (excluding fees and allowances for LA foster carers),932042,375051,0,0,1307094,6775,1300319,0,0,1300319,46
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.2b Fostering services (fees and allowances for LA foster carers),326753,0,0,0,326753,0,326753,0,0,326753,11
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.2 Total fostering services,1258796,375051,0,0,1633847,6775,1627072,0,0,1627072,57
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.3 Adoption services,787107,0,0,0,787107,15116,771991,0,0,771991,27
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.4 Special guardianship support,0,0,0,0,0,0,0,0,0,0,0
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.5 Other children looked after services,1234134,745532,0,0,1979666,519516,1460150,0,0,1460150,51
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,1716730,0,0,0,1716730,0,1716730,0,0,1716730,60
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.7 Children placed with family and friends,0,510004,0,0,510004,0,510004,0,0,510004,18
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.8 Education of looked after children,683700,0,0,0,683700,0,683700,289460,0,394240,24
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.9 Leaving care support services,1556403,507163,0,0,2063566,1625,2061941,130149,0,1931792,72
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.10 Asylum seeker services children,851254,2356161,0,0,3207415,0,3207415,3147421,0,59994,113
202122,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Children looked after,3.1.11 Total Children Looked After,9534980,5106334,0,0,14641313,692035,13949278,3567030,0,10382248,490
