time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,characteristic,ks2_assessment_measure,number_eligible,number_achieving,percent_achieving,progress_eligible,progress_score,average_progress_score
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Looked after children,"Grammar, punctuation and spelling (test)",9,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Looked after children,"Grammar, punctuation and spelling (test)",42,22,52,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Looked after children,"Grammar, punctuation and spelling (test)",12,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Looked after children,"Grammar, punctuation and spelling (test)",20,8,40,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Looked after children,"Grammar, punctuation and spelling (test)",11,6,55,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Looked after children,"Grammar, punctuation and spelling (test)",39,20,51,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Looked after children,"Grammar, punctuation and spelling (test)",28,14,50,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Looked after children,"Grammar, punctuation and spelling (test)",65,34,52,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Looked after children,"Grammar, punctuation and spelling (test)",25,14,56,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Looked after children,"Grammar, punctuation and spelling (test)",6,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Looked after children,"Grammar, punctuation and spelling (test)",13,6,46,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Looked after children,"Grammar, punctuation and spelling (test)",30,19,63,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Looked after children,"Grammar, punctuation and spelling (test)",24,9,38,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Looked after children,"Grammar, punctuation and spelling (test)",25,7,28,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Looked after children,"Grammar, punctuation and spelling (test)",10,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Looked after children,"Grammar, punctuation and spelling (test)",23,14,61,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Looked after children,"Grammar, punctuation and spelling (test)",25,12,48,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Looked after children,"Grammar, punctuation and spelling (test)",25,16,64,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Looked after children,"Grammar, punctuation and spelling (test)",c,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Looked after children,"Grammar, punctuation and spelling (test)",25,12,48,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Looked after children,"Grammar, punctuation and spelling (test)",40,15,38,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Looked after children,"Grammar, punctuation and spelling (test)",c,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Looked after children,"Grammar, punctuation and spelling (test)",33,17,52,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Looked after children,"Grammar, punctuation and spelling (test)",c,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Looked after children,"Grammar, punctuation and spelling (test)",93,52,56,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Looked after children,"Grammar, punctuation and spelling (test)",22,14,64,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Looked after children,"Grammar, punctuation and spelling (test)",35,21,60,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Looked after children,"Grammar, punctuation and spelling (test)",24,14,58,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Looked after children,"Grammar, punctuation and spelling (test)",39,23,59,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Looked after children,"Grammar, punctuation and spelling (test)",12,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Looked after children,"Grammar, punctuation and spelling (test)",20,14,70,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Looked after children,"Grammar, punctuation and spelling (test)",51,27,53,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Looked after children,"Grammar, punctuation and spelling (test)",38,19,50,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Looked after children,"Grammar, punctuation and spelling (test)",c,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Looked after children,"Grammar, punctuation and spelling (test)",29,15,52,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Looked after children,"Grammar, punctuation and spelling (test)",29,14,48,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Looked after children,"Grammar, punctuation and spelling (test)",36,22,61,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Looked after children,"Grammar, punctuation and spelling (test)",30,13,43,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford borough,Looked after children,"Grammar, punctuation and spelling (test)",14,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Looked after children,"Grammar, punctuation and spelling (test)",27,13,48,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Looked after children,"Grammar, punctuation and spelling (test)",22,11,50,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Looked after children,"Grammar, punctuation and spelling (test)",42,21,50,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Looked after children,"Grammar, punctuation and spelling (test)",43,20,47,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Looked after children,"Grammar, punctuation and spelling (test)",19,9,47,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Looked after children,"Grammar, punctuation and spelling (test)",44,18,41,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Looked after children,"Grammar, punctuation and spelling (test)",19,7,37,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Looked after children,"Grammar, punctuation and spelling (test)",10,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Looked after children,"Grammar, punctuation and spelling (test)",31,12,39,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Looked after children,"Grammar, punctuation and spelling (test)",12,8,67,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Looked after children,"Grammar, punctuation and spelling (test)",7,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Looked after children,"Grammar, punctuation and spelling (test)",15,8,53,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Looked after children,"Grammar, punctuation and spelling (test)",21,15,71,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Looked after children,"Grammar, punctuation and spelling (test)",24,10,42,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Looked after children,"Grammar, punctuation and spelling (test)",70,31,44,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Looked after children,"Grammar, punctuation and spelling (test)",7,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Looked after children,"Grammar, punctuation and spelling (test)",76,39,51,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Looked after children,"Grammar, punctuation and spelling (test)",20,13,65,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Looked after children,"Grammar, punctuation and spelling (test)",12,7,58,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Looked after children,"Grammar, punctuation and spelling (test)",27,6,22,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Looked after children,"Grammar, punctuation and spelling (test)",20,9,45,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Looked after children,"Grammar, punctuation and spelling (test)",11,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Looked after children,"Grammar, punctuation and spelling (test)",c,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Looked after children,"Grammar, punctuation and spelling (test)",28,17,61,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Looked after children,"Grammar, punctuation and spelling (test)",30,16,53,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Looked after children,"Grammar, punctuation and spelling (test)",c,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Looked after children,"Grammar, punctuation and spelling (test)",23,9,39,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Looked after children,"Grammar, punctuation and spelling (test)",c,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Looked after children,"Grammar, punctuation and spelling (test)",0,0,.,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Looked after children,"Grammar, punctuation and spelling (test)",9,c,c,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Looked after children,"Grammar, punctuation and spelling (test)",c,c,c,.,.,.
